LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE
73330402,1/29/25,,36 Poole St,3,,,685000,675000,675000,1264,,2/13/25,2/3/25
73330379,1/29/25,2,1109 DWIGHT STREET A,12,,,705000,719000,719000,5887,,2/23/25,2/7/25
73330375,1/29/25,,32 Tamarack Rd,4,,RMHS,1387000,1150000,1150000,3422,,2/7/25,2/3/25
73330356,1/29/25,,329 Burncoat Street,4,,Burncoat High,522500,525000,525000,1820,,2/14/25,2/1/25
73330348,1/29/25,,37 Mason St,2,,,309000,299000,299000,942,,2/18/25,2/4/25
73330344,1/29/25,,89 Alewife Road,3,,,675000,649900,649900,1693,,2/4/25,2/4/25
73330341,1/29/25,,4 Charles St U:B,3,,WAKE,1000000,949900,949900,2192,,2/5/25,2/5/25
73330333,1/29/25,,143 Gardner St,4,,Hingham High,1205000,1130000,1130000,2216,,2/16/25,2/2/25
73330320,1/29/25,,22 Newbury U:22,3,,,1429000,1350000,1350000,1886,,2/6/25,2/3/25
73330315,1/29/25,,120 Jefferson St,4,,Dedham High,800000,749900,749900,2100,Oakdale,2/4/25,2/4/25
73330310,1/29/25,,186 Winsor St,3,,,261500,285000,285000,1273,,2/22/25,2/13/25
73330307,1/29/25,,508 Green Street U:3,2,,,1355000,1075000,1075000,1168,,2/5/25,2/5/25
73330299,1/29/25,,7 Seten Cir,4,,Andover,1307500,1299000,1299000,4857,,2/4/25,2/4/25
73330281,1/29/25,,42 RUSSET LANE,2,,,530000,460000,460000,1000,,2/11/25,2/3/25
73330275,1/29/25,,8 Robinswood Way,4,,AHS,1120000,1025000,1025000,3279,,2/10/25,2/4/25
73330271,1/29/25,,17 Pine Haven Cir,3,,RHS,520000,499900,499900,960,,2/8/25,2/3/25
73330270,1/29/25,,23 SCHOOL STREEET,2,,,580000,525000,525000,1275,,2/5/25,2/5/25
73330269,1/29/25,,39 Fox Meadow Rd U:F,2,,,300000,289900,289900,1204,,2/3/25,2/3/25
73330264,1/29/25,,24 Hutchinson Rd,3,,,740000,724900,724900,2736,,2/3/25,2/3/25
73330260,1/29/25,,1263 Massachusetts Ave U:2,3,,Arlington High,950000,899000,899000,1512,,2/7/25,2/7/25
73330255,1/29/25,,25 Ash St U:3,2,,,750000,699900,699900,1496,,2/4/25,2/4/25
73330254,1/29/25,,80 Salem Road,4,,Dracut,907420,880000,880000,2578,,2/11/25,2/3/25
73330247,1/29/25,,19 Dresser Ave,3,,,290000,299900,299900,1516,,2/16/25,2/3/25
73330236,1/29/25,,64 GRANT STREET U:64,2,,WALTHAM HIGH,512000,499900,499900,1150,,2/3/25,2/3/25
73330234,1/29/25,,343 Pawtucket St U:4,0,,,199900,199900,199900,370,,2/13/25,1/30/25
73330233,1/29/25,,193 Marlborough Street U:1,2,,,2150000,1999000,1999000,1874,,2/16/25,2/2/25
73330232,1/29/25,,27 Hughey Road,3,,SHS,700000,675000,675000,1373,Greenbush,2/6/25,2/2/25
73330211,1/29/25,,829 N Eastern Ave,3,,,470000,449900,449900,1259,,2/12/25,1/31/25
73330210,1/29/25,,41 Steeple Chase Cir,4,,Attleboro,615000,550000,550000,2000,,2/8/25,2/4/25
73330208,1/29/25,,9 Thomas U:C3,2,,,370000,365000,365000,1245,,2/6/25,1/31/25
73330200,1/29/25,,26 Wigwam Hill Dr,2,,,375000,375000,375000,1032,,2/3/25,2/3/25
73330192,1/29/25,2,2 Fontneau Ave,4,,,390000,395000,395000,1452,,1/30/25,1/30/25
73330188,1/29/25,,22 S Main St,4,,Narragansett,405000,399999,399999,1338,,2/3/25,2/3/25
73330185,1/29/25,,7 Woodbury Road,4,,BMHS,1030000,999999,999999,3087,,2/11/25,2/2/25
73330182,1/29/25,,22 Beech St U:5,2,,,455000,435000,435000,1008,,2/14/25,2/1/25
73330176,1/29/25,,16 Intervale Avenue,2,,,545000,499900,499900,1008,Cliftondale,2/4/25,2/4/25
73330168,1/29/25,,20 Kenmar Dr U:171,1,,,265000,269900,274900,610,,2/26/25,2/11/25
73330160,1/29/25,,72 Spring Road,3,,Swampscott,875000,860000,860000,1574,,2/6/25,1/31/25
73330157,1/29/25,,206 Country Side U:206,2,,,305000,315000,315000,1668,,2/3/25,2/3/25
73330155,1/29/25,,275 Brainerd Street,4,,SHHS,457000,435000,435000,1920,,2/16/25,2/2/25
73330141,1/29/25,,141 Commercial st U:5,2,,,298500,300000,300000,736,,2/20/25,2/20/25
73330140,1/29/25,,7 Summer Heights Dr,4,,,1420000,1450000,1450000,4770,Summer Heights,2/12/25,2/3/25
73330139,1/29/25,,6 Trevor Rd,3,,,905000,819900,819900,2493,,2/7/25,2/3/25
73330138,1/29/25,,88 Barden Hill Rd,3,,MHS,750000,749900,749900,2608,,2/18/25,2/2/25
73330118,1/28/25,2,22 Lebaron Ave,4,,,487000,487000,487000,1927,,2/7/25,1/31/25
73330111,1/28/25,,2 Olmsted Dr,5,,Hingham High228,2600000,2699000,2699000,6679,,2/4/25,1/31/25
73330105,1/28/25,,71 Stone St U:3,2,,,306000,324900,324900,865,,2/15/25,2/6/25
73330100,1/28/25,,15 Follen St U:3,2,,,944000,965000,965000,770,,2/18/25,2/5/25
73330087,1/28/25,,38 Broad St U:2,3,,,560000,529900,529900,1389,,2/10/25,2/1/25
73330084,1/28/25,,121 Spyglass Hill Dr U:121,2,,,570000,524900,524900,1624,,2/13/25,1/30/25
73330030,1/28/25,,306 Mystic St,4,,Arlington High,1130000,1099000,1099000,1993,,2/10/25,2/4/25
73330026,1/28/25,,31 Chatham St,4,,Malden High,810000,699900,699900,2229,,2/4/25,2/4/25
73330019,1/28/25,,269 Main St U:1003,2,,,850000,799000,799000,1790,,2/7/25,2/2/25
73330015,1/28/25,3,14-16 Linden Street,8,,,835000,729000,729000,2620,,2/13/25,2/2/25
73330012,1/28/25,,19 Ellen Rd,4,,stone,1125000,950000,950000,2250,Colonial Park,2/5/25,2/5/25
73330002,1/28/25,,49 Indian Ridge Ter U:49,2,,Westford Academ,730000,699900,699900,2004,,2/15/25,2/1/25
73329996,1/28/25,,179 Woodcliff Rd,4,,Newton South,1152000,950000,950000,1476,,2/17/25,2/4/25
73329972,1/28/25,,5 Woodsum Dr. U:6,2,,,355000,329000,329000,803,,2/17/25,2/4/25
73329966,1/15/25,,2 Shadowbrook Ln U:4,2,,,269500,290000,290000,1036,,1/25/25,1/25/25
73329950,1/28/25,,39 Mayflower Cir,3,,,515000,489999,489999,1463,,2/17/25,2/3/25
73329942,1/28/25,,47 Lovett Rd,5,,,2590000,2675000,2675000,5410,Oak Hill,2/8/25,2/8/25
73329933,1/28/25,,8 Governor Doherty Rd,4,,BMHS,1015000,949000,949000,3025,,2/7/25,1/30/25
73329910,1/28/25,,3 GREENBRIAR DR U:302,2,,NRHS,370000,370000,370000,979,,2/11/25,2/2/25
73329905,1/28/25,,30 Copper Lantern Ln U:30,2,,,380000,380000,380000,2442,,2/15/25,2/15/25
73329898,1/28/25,,240 Jackson St U:325,2,,,390000,369999,369999,1289,,2/11/25,1/29/25
73329893,1/28/25,,38 E Main St,3,,Hopkinton High,375000,399900,399900,1208,,1/31/25,1/31/25
73329886,1/29/25,,39 Deacon Street U:75,3,,,552000,555000,555000,2328,,2/6/25,2/6/25
73329885,1/27/25,2,27-29 Barn Hill Rd,9,,,1000000,1000000,1000000,3753,,2/18/25,2/18/25
73329877,1/28/25,,27 South Chelmsford Road,3,,Westfrd Academy,856000,759000,759000,2372,"PAPERCLIP: home improvements, plot plan, floor plans, disclosures, OFFER INSTRUCTIONS",2/3/25,2/3/25
73329869,1/28/25,,107 Spring Street,3,,,795000,779000,779000,1516,,2/4/25,2/4/25
73329859,1/28/25,,31 Andrew Circle U:31,2,,NAHS,490000,449900,449900,1152,,2/17/25,2/3/25
73329855,1/28/25,,20 Kenmar Dr U:173,0,,,190000,194900,194900,350,,2/18/25,2/4/25
73329844,1/28/25,,33 Colony Road U:1A,2,,,134400,120000,120000,541,,2/13/25,1/29/25
73329827,1/28/25,,38 So Spencer Rd,3,,,215000,225000,225000,975,,2/4/25,2/4/25
73329822,1/28/25,,31 Pelham Island Rd,4,,LSRHS,1260000,1199900,1199900,3514,South Sudbury,2/5/25,2/5/25
73329821,1/28/25,,13 Laramee St,2,,,265000,249900,249900,818,,2/12/25,1/30/25
73329815,1/28/25,2,663 Main Street,4,,Leominster HS,367000,300000,300000,2412,,1/29/25,1/29/25
73329814,1/28/25,,612 Plymouth,2,,,585000,548000,548000,1496,,2/11/25,2/3/25
73329802,1/28/25,,85 Richdale Avenue U:2,2,,,812000,749000,749000,1090,,2/18/25,2/4/25
73329764,1/27/25,,76 Horseshoe Dr U:76,2,,,225000,190000,190000,1086,,2/17/25,2/3/25
73329759,1/27/25,2,64 Shattuck,8,,,770000,749900,749900,3006,,2/13/25,1/31/25
73329738,1/27/25,,120 Lanark Rd U:11,1,,,510000,499000,499000,627,,1/30/25,1/30/25
73329727,1/17/25,,359 lowell,2,,,975000,1044900,1044900,4326,,1/27/25,1/27/25
73329725,1/27/25,4,1006 Broadway,24,,,4200000,3995000,3995000,14854,,1/27/25,1/27/25
73329722,1/27/25,,13 Cambridge St,3,,,450000,349900,349900,988,,2/4/25,2/4/25
73329721,10/15/24,5,21 Allen Street,76,,,7300000,8000000,8000000,47572,,1/27/25,1/27/25
73329689,1/27/25,,269 Cambridge Road U:504,2,,WHS,560000,549000,549000,974,,2/4/25,2/4/25
73329687,1/27/25,,3040 Falmouth Road U:1A,1,,,285000,285000,285000,500,,2/17/25,2/3/25
73329678,1/27/25,,83 Village St U:83,3,,,500000,450000,450000,2384,,2/10/25,2/10/25
73329656,1/27/25,,81 Lansing Avenue,2,,,400000,335000,335000,1352,,2/18/25,2/5/25
73329619,1/27/25,,18 Braddock St,2,,DY,456000,399900,399900,720,,2/4/25,2/4/25
73329610,1/27/25,,48 Taft Hill Ln U:48,2,,,525000,519000,519000,2669,,1/29/25,1/29/25
73329604,1/27/25,,10 Appleton Street,5,,,10500000,11000000,11000000,5822,,1/28/25,1/28/25
73329602,1/27/25,,72 Curtis Drive,3,,NORTH,770000,739000,739000,2124,,2/8/25,2/2/25
73329599,1/27/25,,65 Hastings Heights,3,,N'ton High,676000,525000,525000,1915,,2/15/25,2/2/25
73329596,1/29/25,,99 White Birch Dr,3,,,314000,295000,295000,1016,,2/4/25,2/4/25
73329595,1/27/25,,55 Sterling St U:313,1,,Clinton High,369000,359000,359000,903,,2/3/25,1/27/25
73329594,1/27/25,,44 Pineridge Way U:44,3,,,435000,420000,420000,1913,,2/16/25,2/2/25
73329588,1/27/25,,171 O'grady Street U:104 aka 3,1,,,225000,225000,225000,1000,,2/16/25,2/3/25
73329583,1/27/25,,226 Strong Street,3,,ARHS,750000,699900,699900,2841,,2/4/25,2/4/25
73329549,1/27/25,,276 Kilburn,3,,,489900,489900,489900,1650,,2/11/25,2/11/25
73329535,1/27/25,,74 Hammond Street,4,,Seekonk High,815000,815000,815000,3400,,2/13/25,1/30/25
73329527,1/27/25,,32 Cavanaugh Road,3,,WHS,1115000,995000,995000,1512,Bates,1/30/25,1/30/25
73329526,9/6/24,,12 Howland Trail U:39,2,,Whitman-Hanson,702160,669000,669000,2202,,1/27/25,1/27/25
73329511,1/27/25,2,14 Saint Paul St,4,,,274000,279000,279000,2580,,2/13/25,2/13/25
73329498,1/27/25,,376 Ocean Avenue U:1201,3,,,465000,475000,475000,1250,,2/7/25,2/7/25
73329493,1/27/25,,139 Eddy St,2,,Per Board of Ed,265000,248000,248000,848,,1/30/25,1/30/25
73329477,1/27/25,,22 Raymond Drive,3,,,385000,379900,379900,1256,,2/1/25,2/1/25
73329444,1/26/25,,27 Fairmount Avenue,3,,,510000,524900,524900,1100,,2/3/25,2/3/25
73329414,1/26/25,,7 Rainbow Pond Dr U:6,3,,,532500,500000,500000,1427,,1/30/25,1/30/25
73329407,1/26/25,,49 Katherine St,3,,,650000,639900,639900,2089,,2/18/25,2/5/25
73329387,1/2/25,,77 Commercial St U:1,1,,,1330000,1350000,1350000,437,,1/18/25,1/18/25
73329367,1/25/25,,107 Williams Street U:c1,2,,NHS,560000,565000,565000,800,,2/8/25,1/26/25
73329358,1/25/25,,69 Silas St,2,,,205000,209900,209900,864,,2/3/25,2/3/25
73329344,1/25/25,,77 Reed Street,3,,,347500,399000,399000,1374,,1/28/25,1/28/25
73329337,1/25/25,,10 Bowdoin U:303,2,,,1250000,1250000,1250000,1076,,2/21/25,2/6/25
73329317,1/25/25,,110 Sudbury Street U:4204,2,,,4950000,4950000,4950000,2275,,1/27/25,1/27/25
73329296,1/25/25,,520 N Westfield Street,2,,,250000,250000,250000,1076,,2/11/25,1/28/25
73329295,1/25/25,,119 Allen Street,3,,,306000,275000,275000,1797,,2/11/25,1/26/25
73329285,1/25/25,,70 Hillwood Ave,2,,Stoughton,552000,525000,525000,1539,,2/10/25,1/27/25
73329263,1/24/25,,4340 Main,4,,Barnstable,1125000,1090000,1090000,1797,,1/27/25,1/27/25
73329259,1/24/25,,127 Washburn Street,4,,ARHS / AVRHS,732000,725000,725000,1880,,1/30/25,1/26/25
73329258,1/29/25,,36 Brentwood Rd,5,,Chelmsford,950000,949000,949000,2894,,2/6/25,2/2/25
73329242,1/24/25,,430 Stuart U:PH35A,3,,,11250000,11250000,11250000,2734,,1/28/25,1/28/25
73329236,1/24/25,,31 Travers St,1,,,275000,259900,259900,660,,2/10/25,1/30/25
73329232,1/24/25,,70 Moody St,2,,,255000,255000,255000,720,,2/14/25,2/14/25
73329225,1/29/25,,1604 Oakwood St Ext U:1604,2,,,405000,399900,399900,1606,,2/16/25,2/2/25
73329216,1/24/25,3,81-83 Commonwealth Rd,4,,Watertown,1365000,1499900,1499900,3672,,2/19/25,2/8/25
73329194,1/24/25,,17 Liberty St,4,,,850000,869900,869900,2372,,2/13/25,1/30/25
73329185,1/24/25,,56 Elm St U:2,1,,,205000,195000,195000,773,,2/11/25,1/28/25
73329161,1/24/25,,25 Silvia Ct U:25,3,,,535000,525000,525000,1167,,2/10/25,1/28/25
73329145,1/24/25,,1 Northfield Drive U:1,2,,,680000,649900,649900,1770,,2/9/25,1/26/25
73329141,1/24/25,,12 Olde Surrey Ln,4,,Medway High,975000,929900,929900,3531,Claybrooke Farms Estates,2/11/25,1/27/25
73329139,1/24/25,,51 Adams Ave,2,,,362000,395000,395000,1380,Oldham Pond,1/29/25,1/29/25
73329136,1/24/25,,17 Cameron Road,3,,,649900,649900,649900,1299,,2/19/25,2/5/25
73329107,1/24/25,2,253 Fairview Ave,4,,,370500,360000,360000,2244,,1/29/25,1/29/25
73329101,1/24/25,,4459 Washington Street U:4,2,,,639000,619000,619000,978,,2/8/25,2/3/25
73329095,1/24/25,,40 WHEELOCK ROAD,3,,WALTHAM HIGH,1259900,1249900,1249900,2560,BRANDEIS LOCALE,2/3/25,1/26/25
73329091,1/24/25,,27 Willis St U:12,2,,,283000,279000,279000,875,,1/28/25,1/28/25
73329089,1/26/25,,9 Mayflower Avenue,3,,,395000,359000,359000,1144,,2/14/25,2/4/25
73329073,1/24/25,,1197 Grafton Street U:62,2,,,200000,219999,219999,893,,1/31/25,1/31/25
73329060,1/24/25,,65 Wales St,2,,,250000,299900,299900,972,,2/21/25,2/7/25
73329059,1/24/25,,1057 County Street,3,,NBHS/GNBVTHS,365000,359000,359000,1106,,2/3/25,1/26/25
73329047,1/24/25,,54 Yvonne Lane,2,,D.R. Regional,674900,674900,674900,1681,The Reserve at Spring Hill,2/5/25,2/5/25
73329045,1/24/25,,33 Rockland Street,5,,Natick High,1950000,1950000,1950000,4682,,2/10/25,1/28/25
73329043,1/24/25,,61 Helen Dr,3,,,593000,549900,549900,1800,,1/28/25,1/28/25
73329038,1/24/25,,897 Riverside Drive,3,,,540000,540000,540000,1638,,1/24/25,1/24/25
73329031,1/24/25,2,75-77 Pinevale St,6,,,415000,375000,375000,2304,,1/25/25,1/25/25
73329030,1/24/25,,80 Barden Hill Rd,2,,,380000,300000,300000,936,,2/5/25,1/27/25
73329025,1/24/25,,170 E Hadley Rd U:98,2,,,282000,269000,269000,1008,,2/11/25,1/28/25
73328999,1/23/25,,75 Lumae St,4,,,305000,304900,304900,1190,,2/12/25,1/28/25
73328989,1/23/25,,25 Watuppa Road,3,,,640000,639000,639000,2230,,2/4/25,1/29/25
73328985,1/23/25,,150 Brickyard Road,2,,AHS,260000,265000,265000,920,,1/23/25,1/23/25
73328982,1/23/25,,139 Mercier Ave,3,,SBRHS,375000,350000,350000,1109,,1/30/25,1/26/25
73328974,1/23/25,,69 School St U:69,2,,Pembroke,408000,400000,400000,880,,1/27/25,1/27/25
73328971,1/23/25,,4 Dresden St U:2,2,,,850000,840000,840000,1407,,2/7/25,1/28/25
73328960,1/23/25,,35 Parker St U:35,2,,,605000,615000,615000,1020,,2/15/25,2/4/25
73328953,1/28/25,,3053 Palmer St,3,,,425000,399900,399900,1404,,1/30/25,1/30/25
73328951,1/23/25,,59A Baremeadow Street,4,,,814000,799900,799900,2296,,2/4/25,1/29/25
73328947,1/23/25,,24 Heritage Dr U:24,2,,,373200,350000,350000,1360,,1/26/25,1/26/25
73328945,1/23/25,,74 Samoset Avenue,4,,Hull High,1225000,1279000,1279000,1965,,2/6/25,1/28/25
73328931,1/23/25,,825 John Fitch Highway U:15,2,,Fitchburg HS,249900,249900,249900,1260,,2/10/25,1/27/25
73328929,1/23/25,,140 Highland Ave,2,,,247500,249900,249900,740,,1/29/25,1/29/25
73328926,1/23/25,,84 Evergreen Road,2,,,1050000,989900,989900,1528,,1/26/25,1/26/25
73328918,1/23/25,,27 Winfield St,4,,Needham,1317000,1250000,1250000,1802,,1/29/25,1/29/25
73328917,1/23/25,,4 Stratford Ave,3,,,540000,499900,499900,1340,,1/28/25,1/28/25
73328910,1/23/25,,24 Dante Ave U:24,2,,,610000,600000,600000,2340,,2/10/25,1/26/25
73328906,1/23/25,,45 Temple St U:411,3,,,4137500,4195000,4195000,2537,,1/31/25,1/26/25
73328902,1/23/25,,43 Sequoya Lane,3,,Hanover,690000,699900,699900,2024,,2/8/25,1/28/25
73328882,1/23/25,,1 Northbrook Cir,3,,,578000,560000,560000,1717,,1/31/25,1/28/25
73328881,1/23/25,,43 Coolidge Rd,3,,Danver / SJP,550000,499900,499900,1056,Woodvale,2/1/25,1/28/25
73328875,1/23/25,4,334 Main St,6,,,875000,875000,875000,3000,,1/31/25,1/31/25
73328872,1/23/25,3,42-44 Pine St,9,,,465000,465000,465000,3744,,2/19/25,2/3/25
73328868,1/23/25,,2 Market Street,3,,,770000,715000,715000,2010,,1/28/25,1/28/25
73328865,1/28/25,,84 Haven St,4,,Memorial,925000,850000,850000,3199,,2/17/25,2/3/25
73328856,1/23/25,,103 Day St,3,,,300000,199999,199999,996,,1/27/25,1/27/25
73328850,1/23/25,,3 Mortimer St,4,,,285000,279999,279999,1928,,2/4/25,1/26/25
73328845,9/12/24,,140 South Main Street,3,,Natick High,720000,740000,740000,1344,South Natick/Natick Center,1/23/25,1/23/25
73328843,1/23/25,,136 taylor ave,3,,,626000,575000,575000,936,,2/4/25,1/28/25
73328833,1/23/25,,358 Willow St.,2,,,495000,439900,439900,1030,,1/30/25,1/30/25
73328829,1/23/25,,100 Lawrence Street U:12,2,,,315000,309900,309900,863,,2/11/25,1/29/25
73328825,1/23/25,,6 Florence St,3,,,515000,489000,489000,1428,,2/6/25,1/28/25
73328822,1/23/25,,23 Jacques,3,,,380000,389900,389900,1289,,2/8/25,1/26/25
73328819,1/23/25,,109 Albemarle Rd,3,,Waltham High,1350000,1350000,1350000,2500,Belmont Line,1/30/25,1/30/25
73328817,1/23/25,,156 Dean St,3,,MHS,630000,569900,569900,1540,,2/6/25,1/27/25
73328816,1/23/25,,1022 Hancock St. U:206,2,,,665000,649000,649000,1364,,2/6/25,1/24/25
73328810,1/23/25,,81 Fairlawn Avenue,3,,,450000,435000,435000,1973,Fairlawn Avenue,2/3/25,2/3/25
73328796,1/23/25,,90 Quincy Shore Dr U:310,2,,,375000,365000,365000,892,,2/9/25,1/27/25
73328793,1/23/25,,22 Penn Brook Ave,1,,Georgetown,390000,369900,369900,720,,2/17/25,2/2/25
73328787,1/23/25,,280 Boylston St U:604,1,,,472500,499000,499000,1060,,2/19/25,2/10/25
73328786,1/23/25,,10 River Road,6,,,3500000,3950000,3950000,11910,,2/12/25,2/8/25
73328784,1/23/25,,22 Natal Ave,4,,,860000,900000,900000,3697,,2/10/25,2/10/25
73328778,1/23/25,,37 Hobson Street,3,,MHS,455000,449000,449000,1470,,1/27/25,1/27/25
73328777,1/23/25,,299 Bunker Hill Street U:2,3,,,910000,879000,879000,1150,,2/6/25,1/27/25
73328775,1/23/25,,87 Birch Street Passway,2,,Goodrich,335000,329000,339000,1018,,2/18/25,2/5/25
73328763,1/23/25,,106 Pond St U:U 12,3,,,489900,489900,489900,1524,,1/26/25,1/26/25
73328762,1/23/25,,47 Cherry Street,3,,,725000,724900,724900,1266,,2/12/25,1/27/25
73328759,1/23/25,,46 Chiswick Rd U:5,2,,BPS,600000,528000,528000,944,,1/31/25,1/28/25
73328755,1/23/25,,120 Medford St U:120,2,,AHS,781000,650000,650000,1400,,2/1/25,1/28/25
73328752,1/23/25,,214 Acrebrook Rd,3,,,296000,269000,269000,1008,,1/28/25,1/28/25
73328748,1/23/25,,1856 Beacon St U:PHD,2,,,795000,790000,790000,913,,2/6/25,1/26/25
73328743,1/23/25,,96 Winter St,3,,,460000,419900,419900,1026,,2/11/25,1/28/25
73328732,1/23/25,,49 Clarendon St.,3,,,476000,469000,469000,1338,,2/1/25,1/31/25
73328729,1/23/25,,1252 Main St,3,,,710100,650000,650000,1608,,2/10/25,1/26/25
73328725,1/23/25,,72 Centre street U:J,2,,Quincy High,380000,379000,379000,918,,2/10/25,1/28/25
73328723,8/5/24,,580 South Main St U:#B-4-9,1,,Mt Greylock,146000,149000,159000,600,,3/4/25,3/4/25
73328721,1/23/25,,28 Pinkham St,4,,,644000,542500,542500,1900,,1/31/25,1/27/25
73328717,1/23/25,2,17 GRIFFIN STREET,4,,,270000,299900,299900,2400,,2/7/25,1/29/25
73328709,1/23/25,,15 Short Street,3,,,625000,599000,599000,1344,,2/10/25,1/27/25
73328702,1/23/25,,1 Sandy Lane,2,,Triton,570000,565000,565000,1577,,2/4/25,1/26/25
73328698,1/23/25,,50 Fruit St,4,,Mansfield High,849000,849000,849000,2618,,2/8/25,1/27/25
73328682,1/23/25,,442 Lowell St,2,,,575000,565000,599000,1166,,2/13/25,2/2/25
73328681,1/23/25,,32 Lakeside Dr,3,,,715000,649000,649000,2481,,1/29/25,1/29/25
73328676,1/23/25,,1 Turkey Hill Road U:1,1,,,665000,695000,695000,1762,,2/7/25,1/27/25
73328672,1/23/25,,4 Newfield St,3,,BPS,825000,725000,725000,1377,,2/5/25,1/28/25
73328645,1/23/25,,90 Mckinstry Ave U:114,1,,,190000,199900,199900,877,,2/11/25,2/11/25
73328640,1/23/25,,9 Gardner St U:7,2,,,775000,759900,759900,1103,,2/5/25,1/27/25
73328634,1/23/25,,5 Peders Place,4,,Chelmsford High,985000,899000,899000,2434,,1/29/25,1/29/25
73328630,1/23/25,,36 Pemberton St U:B,2,,Walpole,540000,499900,499900,1562,,1/28/25,1/28/25
73328624,1/23/25,,5 Southwood Cir U:5,2,,,408000,399900,399900,1354,,2/16/25,2/2/25
73328615,1/23/25,,1 Drake Way U:16,3,,,555000,564900,564900,1620,,2/7/25,1/29/25
73328611,1/23/25,,111 Devir U:202,2,,,475000,469900,469900,936,,2/12/25,1/30/25
73328608,1/23/25,,263 Wilbraham St,3,,,309000,309000,309000,1174,,2/19/25,2/2/25
73328602,1/22/25,,7 Birch Bark Rd,4,,Medway HS,1140000,1075000,1075000,3817,,2/11/25,1/28/25
73328593,1/22/25,,30 Duck Road,4,,RMHS,1550000,1350000,1350000,3339,,1/24/25,1/24/25
73328580,1/22/25,3,35 Hood St,9,,,391111,320000,320000,2952,,2/4/25,1/27/25
73328577,1/22/25,,9 Clason Rd,3,,Burncoat,426000,415900,415900,1274,,1/29/25,1/29/25
73328571,1/22/25,3,144 Cabot St,7,,,1320000,1297500,1297500,3520,,2/11/25,1/27/25
73328570,1/22/25,,14 Orchard Dr,3,,ABHRS,550000,499000,499000,1493,,2/11/25,1/29/25
73328565,1/22/25,,71 Emerson Gardens Road U:71,2,,Lexington High,652500,598000,598000,952,,2/10/25,1/28/25
73328564,1/22/25,,111 Chestnut St,3,,NRHS,845000,799900,799900,2327,,1/31/25,1/28/25
73328559,1/22/25,,2 Walter Street,3,,King Phillip,490000,440000,440000,1124,,1/27/25,1/27/25
73328553,1/22/25,,12 McKinley Ter,3,,,435000,399000,399000,1120,,2/9/25,1/25/25
73328551,1/30/25,,6 Hutchins Way,4,,Westford Academ,1360000,1350000,1350000,3390,Westford Manor,2/21/25,2/8/25
73328550,1/22/25,,50 Holbrook Rd,3,,Weymouth High,805000,699000,699000,1771,,1/31/25,1/27/25
73328545,1/22/25,,23 Quannapowitt Ave,2,,WMHS,689900,699900,699900,1634,,2/18/25,2/8/25
73328542,1/22/25,,166 Olive Avenue Extension,2,,,480000,499900,499900,1068,,2/12/25,1/29/25
73328539,1/22/25,3,58 Myrtle St,9,,,450000,389000,389000,3336,,2/11/25,1/28/25
73328532,1/22/25,,28 Hedge St,3,,,460000,449900,449900,1447,,2/11/25,1/28/25
73328521,1/22/25,,967 Maplewood Street,4,,,427500,440000,440000,1447,,2/4/25,1/26/25
73328518,1/22/25,,9 Kilsyth Ter,3,,,1000000,950000,950000,1584,,2/4/25,1/28/25
73328517,1/22/25,,32 Granite Street,4,,HMS,1300000,1199900,1199900,3231,,2/10/25,1/28/25
73328507,1/22/25,,55 Elysium St,3,,,615000,609900,609900,1560,,2/11/25,2/5/25
73328505,1/22/25,,20 Washington Park Dr U:4,2,,AHS,350000,329900,329900,810,,2/6/25,1/27/25
73328502,1/22/25,,710 East St U:J,2,,Walpole,485000,475000,475000,1376,,2/6/25,1/28/25
73328499,1/22/25,,833 Bay St,4,,,575000,574900,574900,1909,,2/10/25,1/27/25
73328491,1/22/25,3,71 Bonair Street,6,,Somerville HS,1755000,1598000,1598000,4450,,2/5/25,1/28/25
73328490,1/22/25,3,688 Lawrence Street,8,,,920000,949900,949900,3640,,1/27/25,1/27/25
73328489,1/22/25,,127 Vine Street,3,,,555000,495000,495000,2036,,2/11/25,1/28/25
73328488,1/22/25,,52 Chandler Cir,4,,,1710000,1565000,1565000,4697,,1/31/25,1/27/25
73328486,1/22/25,,2 Walker Road U:7,2,,,335000,319900,319900,790,,1/29/25,1/29/25
73328482,1/22/25,,201 Main St,3,,,799000,799000,799000,1600,,1/28/25,1/28/25
73328480,1/22/25,,34 Washington Green U:6,2,,,439000,425000,425000,896,,1/25/25,1/25/25
73328479,1/22/25,,3 Patriots Way,4,,Hingham High,1050000,899000,899000,2034,,2/1/25,1/28/25
73328478,1/22/25,2,194-196 W Franklin St,4,,,326000,309500,309500,2644,,2/10/25,1/28/25
73328477,1/22/25,,71 Wiswall Rd,5,,NSHS,2686000,2499000,2499000,4551,Oak Hill Park,1/27/25,1/27/25
73328476,1/22/25,3,48 Balcomb Street,2,,,784000,749900,749900,2336,,1/28/25,1/28/25
